code_unite;nom_unite;abrege_unite;departement;type_unite;num_tph;num_tph_mobile_unite;num_fax_unite;rang_classement;adresse_geographique_unite;adresse_postale_unite
74363;"Cellule pr�vention technique de la malveillance GGD37";"CPTM GGD37";37;9222;"+33 2 47 31 37 24";;;10496;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
79677;"Maison de protection des familles GGD37";"MPF GGD37";37;080J;"+33 2 47 31 37 60";;;10497;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
15696;"Brigade fluviale de gendarmerie de Saint-Pierre-des-Corps";"BFG ST-PIERRE-DES-CORPS";37;033B;"+33 2 47 46 45 10";"+33 6 82 98 60 77";;10498;"44 Rue Marcel Cachin$37700 ST PIERRE DES CORPS";"44 RUE MARCEL CACHIN$37700 ST PIERRE DES CORPS"
26503;"Peloton sp�cialis� de protection de la gendarmerie de Chinon";"PSPG CHINON";37;8007;"+33 2 47 98 17 30";"+33 6 03 41 80 14";;10499;"12 Rue du 11 Novembre$37420 AVOINE";"12 RUE DU 11 NOVEMBRE$37420 AVOINE"
12380;"Escadron d�partemental de s�curit� routi�re d'Indre-et-Loire";EDSR37;37;0733;"+33 2 47 31 37 68";;;10500;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
12381;"Groupe de commandement EDSR37";"GC EDSR37";37;0734;"+33 2 47 31 37 68";;;10501;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
8563;"Brigade motoris�e de Tours";"BMO TOURS";37;073B;"+33 2 47 31 37 69";;;10502;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
9664;"Brigade motoris�e d'Amboise";"BMO AMBOISE";37;073B;"+33 2 47 30 63 82";;;10503;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
8565;"Brigade motoris�e de Chinon";"BMO CHINON";37;073B;"+33 2 47 93 57 90";;;10504;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
8564;"Brigade motoris�e de Loches";"BMO LOCHES";37;073B;"+33 2 47 91 17 92";;;10505;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
17731;"Peloton motoris� de Chambray-l�s-Tours";"PMO CHAMBRAY-LES-TOURS";37;8086;"+33 2 47 28 20 18";;;10506;"3 Chemin des Touches$37170 CHAMBRAY LES TOURS";"3 CHEMIN DES TOUCHES$37170 CHAMBRAY LES TOURS"
67858;"�quipe rapide d'intervention de Chambray-l�s-Tours";"ERI CHAMBRAY-LES-TOURS";37;8132;;;;10507;"3 Chemin des Touches$37170 CHAMBRAY LES TOURS";"3 CHEMIN DES TOUCHES$37170 CHAMBRAY LES TOURS"
17443;"Peloton motoris� de Monnaie";"PMO MONNAIE";37;8086;"+33 2 47 29 93 28";"+33 6 72 81 52 44";;10508;"La Gaucherie$37380 MONNAIE";"LA GAUCHERIE$37380 MONNAIE"
5489;"Compagnie de gendarmerie d�partementale de Tours";"CGD TOURS";37;033G;"+33 2 47 31 37 73";;;10509;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
5490;"Groupe de commandement CGD Tours";"GC CGD TOURS";37;033J;"+33 2 47 31 37 73";"+33 6 03 41 80 15";;10510;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
8877;"Peloton de surveillance et d'intervention gendarmerie de Tours";"PSIG TOURS";37;033U;"+33 2 47 31 37 76";;;10511;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
60967;"�quipe cynophile PSIG Tours";"EC PSIG TOURS";37;9094;;"+33 629468075";;10512;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
5492;"Brigade de recherches de Tours";"BR TOURS";37;036A;"+33 2 47 31 37 42";;;10513;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
14361;"Communaut� de brigades de Chambray-l�s-Tours";"COB CHAMBRAY-LES-TOURS";37;0340;"+33 2 47 74 56 90";;;10514;"4 Place Voru$37170 CHAMBRAY LES TOURS";"4 PLACE VORU$37170 CHAMBRAY LES TOURS"
7456;"Brigade de proximit� de Chambray-l�s-Tours";"BP CHAMBRAY-LES-TOURS";37;0342;"+33 2 47 74 56 90";;;10515;"4 Place Voru$37170 CHAMBRAY LES TOURS";"4 PLACE VORU$37170 CHAMBRAY LES TOURS"
5497;"Brigade de proximit� de Ballan-Mir�";"BP BALLAN-MIRE";37;0342;"+33 2 47 68 26 90";;;10516;"2 Avenue de l'Or�e-des-Bois$37510 BALLAN MIRE";"2 AVENUE DE L OREE DES BOIS$37510 BALLAN MIRE"
14362;"Communaut� de brigades de La-Membrolle-sur-Choisille";"COB LA-MEMBROLLE-SUR-CHOISILLE";37;0340;"+33 2 47 85 59 30";;;10517;"16 Rue des Moulins$37390 LA MEMBROLLE SUR CHOISILLE";"16 RUE DES MOULINS$37390 LA MEMBROLLE SUR CHOISILLE"
5499;"Brigade de proximit� de La-Membrolle-sur-Choisille";"BP LA-MEMBROLLE-SUR-CHOISILLE";37;0342;"+33 2 47 85 59 30";;;10518;"16 Rue des Moulins$37390 LA MEMBROLLE SUR CHOISILLE";"16 RUE DES MOULINS$37390 LA MEMBROLLE SUR CHOISILLE"
5501;"Brigade de proximit� de Neuill�-Pont-Pierre";"BP NEUILLE-PONT-PIERRE";37;0342;"+33 2 47 29 78 40";;;10519;"ZA les Nongreni�res$Route de Ch�teau la Valli�re$37360 NEUILLE PONT PIERRE";"ZA LES NONGRENIERES$ROUTE DE CHATEAU LA VALLIERE$37360 NEUILLE PONT PIERRE"
5502;"Brigade de proximit� de Neuvy-le-Roi";"BP NEUVY-LE-ROI";37;0342;"+33 2 47 29 71 50";;;10520;"9 Rue du 8 Mai 1945$37370 NEUVY LE ROI";"9 RUE DU 8 MAI 1945$37370 NEUVY LE ROI"
14363;"Communaut� de brigades de Luynes";"COB LUYNES";37;0340;"+33 2 47 55 34 80";;;10521;"5 Avenue du Clos-Mignot$37230 LUYNES";"5 AVENUE DU CLOS MIGNOT$BP 35$37230 LUYNES"
5498;"Brigade de proximit� de Luynes";"BP LUYNES";37;0342;"+33 2 47 55 34 80";;;10522;"5 Avenue du Clos-Mignot$37230 LUYNES";"5 AVENUE DU CLOS MIGNOT$BP 35$37230 LUYNES"
5495;"Brigade de proximit� de Ch�teau-la-Valli�re";"BP CHATEAU-LA-VALLIERE";37;0342;"+33 2 47 29 75 60";;;10523;"13 Rue Jean d'Alluye$37330 CHATEAU LA VALLIERE";"13 RUE JEAN D ALLUYE$37330 CHATEAU LA VALLIERE"
5505;"Brigade de proximit� de Savign�-sur-Lathan";"BP SAVIGNE-SUR-LATHAN";37;0342;"+33 2 47 29 72 80";;;10524;"6 Rue du Noyer Vert$37340 SAVIGNE SUR LATHAN";"6 RUE DU NOYER VERT$37340 SAVIGNE SUR LATHAN"
9406;"Compagnie de gendarmerie d�partementale d'Amboise";"CGD AMBOISE";37;033G;"+33 2 47 30 63 77";"+33 6 29 46 72 16";;10525;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
9407;"Groupe de commandement CGD Amboise";"GC CGD AMBOISE";37;033J;"+33 2 47 30 63 77";;;10526;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
11156;"Peloton de surveillance et d'intervention gendarmerie d'Amboise";"PSIG AMBOISE";37;033U;"+33 2 47 30 63 79";;;10527;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
60966;"Groupe d'investigations cynophile de Bl�r�";"GIC BLERE";37;9093;;;;10528;"161 Rue du Chemin Vert$37150 BLERE";"161 RUE DU CHEMIN VERT$37150 BLERE"
13437;"Brigade de recherches d'Amboise";"BR AMBOISE";37;036A;"+33 2 47 30 63 85";;;10529;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
5494;"Brigade territoriale autonome d'Amboise";"BTA AMBOISE";37;0344;"+33 2 47 30 63 70";;;10530;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
5520;"Brigade territoriale autonome de Bl�r�";"BTA BLERE";37;0344;"+33 2 47 30 82 60";;;10531;"161 Rue du Chemin Vert$37150 BLERE";"161 RUE DU CHEMIN VERT$37150 BLERE"
72345;"Communaut� de brigades de Ch�teau-Renault";"COB CHATEAU-RENAULT";37;0340;"+33 2 47 29 83 50";;;10532;"19 Rue Emile Zola$37110 CHATEAU RENAULT";"19 RUE EMILE ZOLA$37110 CHATEAU RENAULT"
5496;"Brigade de proximit� de Ch�teau-Renault";"BP CHATEAU-RENAULT";37;0342;"+33 2 47 29 83 50";"+33 2 47 29 83 50";;10533;"19 Rue Emile Zola$37110 CHATEAU RENAULT";"19 RUE EMILE ZOLA$37110 CHATEAU RENAULT"
5500;"Brigade de proximit� de Monnaie";"BP MONNAIE";37;0342;"+33 2 47 29 81 50";;;10534;"1 Rue du Lieutenant-Colonel Bonneville$37380 MONNAIE";"1 RUE DU LIEUTENANT COLONEL BONNEVILLE$37380 MONNAIE"
14364;"Communaut� de brigades de Montlouis-sur-Loire";"COB MONTLOUIS-SUR-LOIRE";37;0340;"+33 2 47 45 64 30";;;10535;"50 Rue de la Frelonnerie$37270 MONTLOUIS SUR LOIRE";"50 RUE DE LA FRELONNERIE$37270 MONTLOUIS SUR LOIRE"
7970;"Brigade de proximit� de Montlouis-sur-Loire";"BP MONTLOUIS-SUR-LOIRE";37;0342;"+33 2 47 45 64 30";;;10536;"50 Rue de la Frelonnerie$37270 MONTLOUIS SUR LOIRE";"50 RUE DE LA FRELONNERIE$37270 MONTLOUIS SUR LOIRE"
5506;"Brigade de proximit� de Vouvray";"BP VOUVRAY";37;0342;"+33 2 47 40 45 90";;;10537;"Lieu-dit L'Echeneau$37210 VOUVRAY";"LIEU DIT L ECHENEAU$37210 VOUVRAY"
5507;"Compagnie de gendarmerie d�partementale de Chinon";"CGD CHINON";37;033G;"+33 2 47 93 57 87";;;10538;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
5508;"Groupe de commandement CGD Chinon";"GC CGD CHINON";37;033J;"+33 2 47 93 57 87";;;10539;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
9355;"Peloton de surveillance et d'intervention gendarmerie de Chinon";"PSIG CHINON";37;033U;"+33 2 47 93 57 92";;;10540;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
13741;"Brigade de recherches de Chinon";"BR CHINON";37;036A;"+33 2 47 93 57 95";;;10541;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
73227;"Communaut� de brigades de Bourgueil";"COB BOURGUEIL";37;0340;"+33 2 47 97 21 40";;;10542;"10 Rue du 8 Mai 1945$37140 BOURGUEIL";"10 RUE DU 8 MAI 1945$37140 BOURGUEIL"
5511;"Brigade de proximit� de Bourgueil";"BP BOURGUEIL";37;0342;"+33 2 47 97 21 40";;;10543;"10 Rue du 8 Mai 1945$37140 BOURGUEIL";"10 RUE DU 8 MAI 1945$37140 BOURGUEIL"
5513;"Brigade de proximit� de Langeais";"BP LANGEAIS";37;0342;"+33 2 47 96 17 50";;;10544;"5 Rue Andr�e Colson$37130 LANGEAIS";"5 RUE ANDREE COLSON$37130 LANGEAIS"
90552;"Communaut� de brigades de Chinon";"COB CHINON";37;0340;;;;10545;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
5510;"Brigade de proximit� d'Azay-le-Rideau";"BP AZAY-LE-RIDEAU";37;0342;"+33 2 47 45 63 00";;;10546;"1 All�e des Tilleuls$37190 AZAY LE RIDEAU";"1 ALLEE DES TILLEULS$37190 AZAY LE RIDEAU"
5509;"Brigade de proximit� de Chinon";"BP CHINON";37;0342;"+33 2 47 93 57 80";;;10547;"17 Place Jeanne d'Arc$37500 CHINON";"17 PLACE JEANNE D ARC$37500 CHINON"
90553;"Communaut� de brigades de Sainte-Maure-de-Touraine";"COB STE-MAURE-DE-TOURAINE";37;0340;"+33 247723560";;;10548;"29 Route des Archambault$37800 STE MAURE DE TOURAINE";"29 ROUTE DES ARCHAMBAULT$37800 STE MAURE DE TOURAINE"
5516;"Brigade de proximit� de Sainte-Maure-de-Touraine";"BP STE-MAURE-DE-TOURAINE";37;0342;"+33 2 47 72 35 60";;;10549;"29 Route des Archambault$37800 STE MAURE DE TOURAINE";"29 ROUTE DES ARCHAMBAULT$37800 STE MAURE DE TOURAINE"
5514;"Brigade de proximit� de Richelieu";"BP RICHELIEU";37;0342;"+33 2 47 93 63 20";;;10550;"2 Rue de la Mar�chauss�e$37120 RICHELIEU";"2 RUE DE LA MARECHAUSSEE$37120 RICHELIEU"
5512;"Brigade de proximit� de l'�le-Bouchard";"BP L-ILE-BOUCHARD";37;0342;"+33 2 47 97 22 80";;;10551;"16 Rue de la Vall�e aux Nains$37220 L ILE BOUCHARD";"16 RUE DE LA VALLEE AUX NAINS$37220 L ILE BOUCHARD"
5517;"Compagnie de gendarmerie d�partementale de Loches";"CGD LOCHES";37;033G;"+33 2 47 91 17 87";"+33 6 29 46 72 55";;10552;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
5518;"Groupe de commandement CGD Loches";"GC CGD LOCHES";37;033J;"+33 2 47 91 17 87";;;10553;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
13344;"Peloton de surveillance et d'intervention gendarmerie de Loches";"PSIG LOCHES";37;033U;"+33 2 47 91 17 80";"+33 6 85 56 48 35";;10554;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
14233;"Brigade de recherches de Loches";"BR LOCHES";37;036A;"+33 2 47 91 17 95";;;10555;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
14370;"Communaut� de brigades de Descartes";"COB DESCARTES";37;0340;"+33 2 47 91 36 80";"+33 7 77 73 33 65";;10556;"26 Rue Vincent Van Gogh$37160 DESCARTES";"26 RUE VINCENT VAN GOGH$37160 DESCARTES"
5523;"Brigade de proximit� de Descartes";"BP DESCARTES";37;0342;"+33 2 47 91 36 80";"+33 6 29 46 76 12";;10557;"26 Rue Vincent Van Gogh$37160 DESCARTES";"26 RUE VINCENT VAN GOGH$37160 DESCARTES"
5524;"Brigade de proximit� de Ligueil";"BP LIGUEIL";37;0342;"+33 2 47 91 43 50";;;10558;"1 All�e des Poteries$37240 LIGUEIL";"1 ALLEE DES POTERIES$37240 LIGUEIL"
14371;"Communaut� de brigades du Grand-Pressigny";"COB LE-GRAND-PRESSIGNY";37;0340;"+33 2 47 91 34 51";;;10559;"12 Rue de la Butte$37350 LE GRAND PRESSIGNY";"12 RUE DE LA BUTTE$37350 LE GRAND PRESSIGNY"
5522;"Brigade de proximit� du Grand-Pressigny";"BP LE-GRAND-PRESSIGNY";37;0342;"+33 2 47 91 34 50";"+33 6 08 22 93 97";;10560;"12 Rue de la Butte$37350 LE GRAND PRESSIGNY";"12 RUE DE LA BUTTE$37350 LE GRAND PRESSIGNY"
5527;"Brigade de proximit� de Preuilly-sur-Claise";"BP PREUILLY-SUR-CLAISE";37;0342;"+33 2 47 91 46 20";;;10561;"6 Route de LOCHES$37290 PREUILLY SUR CLAISE";"6 ROUTE DE LOCHES$37290 PREUILLY SUR CLAISE"
14369;"Communaut� de brigades de Loches";"COB LOCHES";37;0340;"+33 2 47 91 17 80";;;10562;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
5519;"Brigade de proximit� de Loches";"BP LOCHES";37;0342;"+33 2 47 91 17 80";;;10563;"82 Rue Roche Appert$37600 LOCHES";"82 RUE ROCHE APPERT$37600 LOCHES"
5526;"Brigade de proximit� de Montr�sor";"BP MONTRESOR";37;0342;"+33 2 47 91 27 80";;;10564;"22 Rue de la Couteauderie$37460 MONTRESOR";"22 RUE DE LA COUTEAUDERIE$37460 MONTRESOR"
14372;"Communaut� de brigades de Montbazon";"COB MONTBAZON";37;0340;"+33 2 47 34 19 00";;;10565;"3 Rue de la Grange-Barbier$37250 MONTBAZON";"3 RUE DE LA GRANGE BARBIER$37250 MONTBAZON"
5525;"Brigade de proximit� de Montbazon";"BP MONTBAZON";37;0342;"+33 2 47 34 19 00";;;10566;"3 Rue de la Grange-Barbier$37250 MONTBAZON";"3 RUE DE LA GRANGE BARBIER$37250 MONTBAZON"
5521;"Brigade de proximit� de Cormery";"BP CORMERY";37;0342;"+33 2 47 43 81 00";;;10567;"7 All�e des Peupliers$37320 CORMERY";"7 ALLEE DES PEUPLIERS$37320 CORMERY"
17505;"Action sociale des arm�es GGD37";"ASA GGD37";37;022A;"+33 2 47 31 37 37";;;10568;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
29851;"�tat-major de groupement de gendarmerie d�partementale de r�serve 37";EMGGDR37;37;R020;;;;10569;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
29721;"Compagnie de r�serve territoriale 37/1 TOURS";"CRT 37/1 TOURS";37;R022;;;;10570;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
29722;"Compagnie de r�serve territoriale 37/2 TOURS";"CRT 37/2 TOURS";37;R022;;;;10571;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
33113;"Compagnie de r�serve territoriale 37/3 TOURS";"CRT 37/3 TOURS";37;R022;;;;10572;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
33114;"Compagnie de r�serve territoriale 37/4 TOURS";"CRT 37/4 TOURS";37;R022;;;;10573;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
72317;"Compagnie de r�serve territoriale 37/5 TOURS";"CRT 37/5 TOURS";37;R022;;;;10574;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
83080;"Compagnie d'intervention de r�serve territoriale GGD37";"CIRT GGD37";37;9261;;;;10575;"Caserne Raby$171 Avenue de Grammont$37000 TOURS";"CASERNE RABY$171 AVENUE DE GRAMMONT$37000 TOURS"
65502;"Service d�partemental du renseignement territorial de Tours";"SDRT TOURS";37;9116;;;;10576;;
67567;"Antenne renseignement territorial d'Amboise";"ART AMBOISE";37;9116;"+33 2 47 30 63 80";;;10577;"1 Boulevard Anatole France$37400 AMBOISE";"1 BOULEVARD ANATOLE FRANCE$BP 249$37402 AMBOISE CEDEX"
5529;"Groupement de gendarmerie d�partementale de Loir-et-Cher";GGD41;41;033M;"+33 2 54 55 14 00";;;10578;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20846;"Section commandement GGD41";"SC GGD41";41;9031;"+33 2 54 55 14 03";;;10579;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20847;"Groupe soutien ressources humaines GGD41";"GSRH GGD41";41;9032;"+33 2 54 55 14 00";;;10580;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20850;"Service administration du personnel GGD41";"SAP GGD41";41;9035;"+33 2 54 55 14 35";;;10581;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20853;"Service logistique finances GGD41";"SLF GGD41";41;9038;"+33 2 54 55 14 09";;;10582;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
12070;"Service des affaires immobili�res GGD41";"SAI GGD41";41;8018;"+33 2 54 55 14 12";"+33 6 85 56 54 73";;10583;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
72011;"Service r�serve jeunesse GGD41";"SRJ GGD41";41;9313;"+33 2 54 55 14 17";;;10584;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
17368;"Centre d'op�rations et de renseignement de la gendarmerie GGD41";"CORG GGD41";41;034A;"+33 2 54 74 56 55";"+33 6 09 95 33 83";;10585;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20857;"Quart op�rationnel CORG GGD41";"QO CORG GGD41";41;9042;"+33 2 54 55 14 00";;;10586;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20858;"Cellule renseignement CORG GGD41";"CR CORG GGD41";41;9043;"+33 2 54 55 14 18";"+33 6 21 53 53 04";;10587;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
17132;"Brigade d�partementale de renseignements et d'investigations judiciaires GGD41";"BDRIJ GGD41";41;035O;;;;10588;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
12069;"Section op�rationnelle de lutte contre les cybermenaces BDRIJ GGD41";"SOLC BDRIJ GGD41";41;9253;"+33 2 54 55 14 30";;;10589;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
20860;"Cellule identification criminelle BDRIJ GGD41";"CIC BDRIJ GGD41";41;9047;"+33 2 54 55 14 25";;;10590;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
74367;"Cellule pr�vention technique de la malveillance GGD41";"CPTM GGD41";41;9222;"+33 2 54 55 14 98";"+33 6 21 53 53 20";;10591;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
83259;"Maison de protection des familles GGD41";"MPF GGD41";41;080J;"+33 2 54 94 13 60";;;10592;"Impasse des Vieux Foss�s$41200 ROMORANTIN LANTHENAY";"IMPASSE DES VIEUX FOSSES$41200 ROMORANTIN LANTHENAY"
28657;"Peloton sp�cialis� de protection de la gendarmerie de Saint-Laurent";"PSPG ST-LAURENT";41;8007;"+33 2 54 33 51 30";;;10593;"1 Rue port pichard$41220 ST LAURENT NOUAN";"1 RUE PORT PICHARD$41220 ST LAURENT NOUAN"
27150;"Escadron d�partemental de s�curit� routi�re de Loir-et-Cher";EDSR41;41;0733;"+33 2 54 45 50 22";;;10594;"Caserne Colonel Beltrame$Rue de Champlouet$41260 LA CHAUSSEE ST VICTOR";"CASERNE COLONEL BELTRAME$RUE DE CHAMPLOUET$41260 LA CHAUSSEE ST VICTOR"
27151;"Groupe de commandement EDSR41";"GC EDSR41";41;0734;"+33 2 54 45 50 22";;;10595;"Caserne Colonel Beltrame$Rue de Champlouet$41260 LA CHAUSSEE ST VICTOR";"CASERNE COLONEL BELTRAME$RUE DE CHAMPLOUET$41260 LA CHAUSSEE ST VICTOR"
5535;"Brigade motoris�e de Vend�me";"BMO VENDOME";41;073B;"+33 2 54 67 47 06";;;10596;"4 Rue des Tanneurs$41100 VENDOME";"4 RUE DES TANNEURS$41100 VENDOME"
27152;"Peloton motoris� de La-Chauss�e-Saint-Victor";"PMO LA-CHAUSSEE-ST-VICTOR";41;8086;"+33 2 54 45 50 10";;;10597;"Caserne Colonel Beltrame$Rue de Champlouet$41260 LA CHAUSSEE ST VICTOR";"CASERNE COLONEL BELTRAME$RUE DE CHAMPLOUET$41260 LA CHAUSSEE ST VICTOR"
29227;"Peloton motoris� de Salbris";"PMO SALBRIS";41;8086;"+33 2 54 94 16 35";;;10598;"Caserne J�r�me Birault$301 Route de Bourges$41300 SALBRIS";"CASERNE JEROME BIRAULT$301 ROUTE DE BOURGES$41300 SALBRIS"
15312;"Peloton motoris� de Saint-Romain-sur-Cher";"PMO ST-ROMAIN-SUR-CHER";41;8086;"+33 2 54 71 22 00";;;10599;"A85 �changeur 12$Lieu-dit Les Cormins$41140 ST ROMAIN SUR CHER";"A85 ECHANGEUR 12$LIEU DIT LES CORMINS$41140 ST ROMAIN SUR CHER"
5536;"Compagnie de gendarmerie d�partementale de Blois";"CGD BLOIS";41;033G;"+33 2 54 55 14 55";;;10600;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
5537;"Groupe de commandement CGD Blois";"GC CGD BLOIS";41;033J;"+33 2 54 55 14 55";;;10601;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
9357;"Peloton de surveillance et d'intervention gendarmerie de Blois";"PSIG BLOIS";41;033U;"+33 2 54 55 14 10";;;10602;"Quartier Gendarme Rassier$22 Mail Pierre Charlot$41000 BLOIS";"QUARTIER GENDARME RASSIER$22 MAIL PIERRE CHARLOT$41000 BLOIS"
7190;"Poste � cheval de Chambord";"PC CHAMBORD";41;080C;"+33 2 54 20 31 43";"+33 6 43 76 24 62";;10603;"Ch�teau de Chambord$41250 CHAMBORD";"CHATEAU DE CHAMBORD$41250 CHAMBORD"
5539;"Brigade de recherches de Blois";"BR BLOIS";41;036A;"+33 2 54 55 14 26";;;10604;"16 Rue de Signeulx$41000 BLOIS";"16 RUE DE SIGNEULX$41000 BLOIS"
5545;"Brigade territoriale autonome de Mer";"BTA MER";41;0344;"+33 2 54 81 41 20";;;10605;"1 Avenue du G�n�ral de Gaulle$41500 MER";"1 AVENUE DU GENERAL DE GAULLE$41500 MER"
60053;"Communaut� de brigades de Cour-Cheverny";"COB COUR-CHEVERNY";41;0340;"+33 2 54 79 16 00";;;10606;"2 Rue de la Touche$41700 COUR CHEVERNY";"2 RUE DE LA TOUCHE$41700 COUR CHEVERNY"
5542;"Brigade de proximit� de Cour-Cheverny";"BP COUR-CHEVERNY";41;0342;"+33 2 54 79 16 00";"+33 6 46 37 09 06";;10607;"2 Rue de la Touche$41700 COUR CHEVERNY";"2 RUE DE LA TOUCHE$41700 COUR CHEVERNY"
9070;"Brigade de proximit� de Bracieux";"BP BRACIEUX";41;0342;"+33 2 54 46 54 30";;;10608;"29 bis Rue de Candy$41250 BRACIEUX";"29 BIS RUE DE CANDY$BP 1$41250 BRACIEUX"
32675;"Communaut� de brigades de Veuzain-sur-Loire";"COB VEUZAIN-SUR-LOIRE";41;0340;"+33 2 54 33 56 10";;;10609;"52 Rue du Pont-d'Ouchet$ONZAIN$41150 VEUZAIN SUR LOIRE";"52 RUE DU PONT D OUCHET$ONZAIN$41150 VEUZAIN SUR LOIRE"
